provincia,año,temp_mean,temp_max,temp_min,precipitacion,lluvia,horas_sol,viento_max,evapotranspiracion,rend_Cebada,rend_Grano se soja,rend_Maíz,rend_Semilla de girasol,rend_Sorgo,rend_Trigo
Santiago_del_Estero,2021,22.146484032876714,28.000547945205483,16.787808219178082,595.70000133,595.70000133,13406857.58322,22.038455976712328,1887.0599,1006503.0,16466714.0,8146596.0,1628002.0,748566.0,6548477.0
Santiago_del_Estero,2022,22.066883442465755,27.988219178082193,16.537123287671232,575.30000269,575.30000269,13274874.719705,22.92370206027397,2004.771961,1335623.0,15874266.0,8768441.0,1958686.0,699887.0,5488728.0
Santiago_del_Estero,2023,23.309400784931505,28.789589041095894,18.327397260273973,814.09998189,814.09998189,12503804.95647,23.44638302191781,1890.8210494,1589966.0,14356922.0,8104641.0,2453245.0,500421.0,5575352.0
Santiago_del_Estero,2024,22.414867730874317,27.958333333333332,17.43005464480874,773.70001865,773.70001865,12572490.65354,21.901189719945354,1799.516118,1296636.0,16371093.0,8736712.0,1842731.0,626182.0,6341303.0
Tucuman,2010,17.756946243287672,22.052192003013698,13.489452232739726,3021.00002163,2962.3000234300002,13950219.811900001,8.431672823287672,1176.22167856,746435.0,18130800.0,2904035.0,1495317.0,755235.0,4531520.0
Tucuman,2011,18.05288789917808,22.278630336438358,13.85109607969863,3074.19999538,3048.39999648,13760731.60268,8.25923572219178,1161.12348672,1121278.0,18764850.0,3747838.0,1743040.0,1012617.0,4496078.0
Tucuman,2012,19.075309579508197,23.349535745901637,14.8701641068306,2418.20000953,2418.20000953,14065939.991,8.39562536830601,1221.81759336,1694545.0,17577320.0,3696300.0,1823412.0,913815.0,3018403.0
Tucuman,2013,18.71338462,23.3391782539726,14.159452280849315,2269.49997442,2252.19997232,14363268.1067,8.23758536438356,1274.72414926,1203306.0,19418824.0,4863801.0,1620081.0,889993.0,3451785.0
Tucuman,2014,18.77213460410959,23.08684949726027,14.485890606027397,2798.10000168,2795.79999918,13998158.3845,8.508943171232877,1194.12116819,888873.0,19252552.0,4836655.0,1261640.0,787657.0,4957300.0
Tucuman,2015,18.750370760273974,22.71410981232877,14.762739940547945,3129.10002133,3129.10002133,13638077.2237,8.432439199726028,1132.35274881,888873.0,19352115.0,4626880.0,1439915.0,658576.0,3953102.0
Tucuman,2016,18.097481416666668,22.117158685792347,14.1368307647541,3306.60001862,3300.50002062,13723210.9489,8.414060085519125,1140.61190492,1246891.0,19504648.0,5346593.0,1413963.0,673550.0,5566385.0
Tucuman,2017,19.050017867397262,23.233733334246576,15.307705761369863,1567.50001892,1567.50001892,12198315.480264,11.740377223013699,1143.02023423,870213.0,17335102.0,6530673.0,1819045.0,541955.0,5822173.0
Tucuman,2018,18.662215312876715,22.906747054794522,14.824555009041097,1885.6000114,1885.6000114,12360212.03664,11.593208314246576,1137.56848658,1209995.0,16318060.0,7138620.0,1678031.0,437463.0,6050953.0
Tucuman,2019,18.553385408767124,22.846199124657534,14.6792125369863,1981.40002903,1981.40002903,12465608.83697,11.449359816164383,1149.99145933,1121449.0,16575887.0,7232761.0,1875938.0,342623.0,6729838.0
Tucuman,2020,19.34033888169399,23.85586108333333,15.120888237978143,1375.10000819,1375.10000819,13591340.7356,11.096588574043716,1302.40227719,1078835.0,16710793.0,7730506.0,1381571.0,395204.0,6394102.0
Tucuman,2021,18.857523519452055,23.190171757534245,14.859212603287672,1051.80001171,1051.80001171,13220176.61113,11.054239351232876,1226.12207609,1006503.0,16466714.0,8146596.0,1628002.0,748566.0,6548477.0
Tucuman,2022,18.88812289178082,23.743048410958906,14.529760467945206,1178.40001384,1178.40001384,12952254.42198,11.87035510630137,1315.85772505,1335623.0,15874266.0,8768441.0,1958686.0,699887.0,5488728.0
Tucuman,2023,19.89879636712329,24.30674706712329,15.916472779178083,1526.09998995,1526.09998995,12492162.02464,10.998792512054793,1238.45315692,1589966.0,14356922.0,8104641.0,2453245.0,500421.0,5575352.0
Tucuman,2024,19.07126421147541,23.213921103005465,15.426079537103824,1618.20002233,1618.20002233,11800620.329964,10.40240890136612,1151.16937849,1296636.0,16371093.0,8736712.0,1842731.0,626182.0,6341303.0
